Pulsometer RR [Aimar Mun 2015] heart rate raw data exported
Get Pulsometer RR --> https://play.google.com/store/apps/details?id=com.beetlesoft.pulsometer
CSV version format: 1.4
DB version: 1

Title:	
Comments:	
Date:	6/30/20 10:54 PM
Duration:	06:36:25'35
Activities:	Other
Max HR:	122
Average HR:	83
Calories:	1648
Time format pattern: "yyyy-MM-dd HH:mm:ss.SSS"

Timespan:	Time formatted:	Elapsed time	Heart rate:	Detection:
1593572198322	2020-06-30 22:56:38.322	00:02:57	102	OK
1593572198816	2020-06-30 22:56:38.816	00:02:58	102	OK
1593572199307	2020-06-30 22:56:39.307	00:02:59	102	OK
1593572200047	2020-06-30 22:56:40.047	00:02:59	102	OK
1593572200548	2020-06-30 22:56:40.548	00:03:00	102	OK
1593572201277	2020-06-30 22:56:41.277	00:03:01	102	OK
1593572201772	2020-06-30 22:56:41.772	00:03:02	101	OK
1593572202264	2020-06-30 22:56:42.264	00:03:03	101	OK
1593572203005	2020-06-30 22:56:43.005	00:03:04	101	OK
1593572203496	2020-06-30 22:56:43.496	00:03:05	101	OK
1593572204234	2020-06-30 22:56:44.234	00:03:05	101	OK
1593572204734	2020-06-30 22:56:44.734	00:03:06	101	OK
1593572205466	2020-06-30 22:56:45.466	00:03:07	101	OK
1593572205964	2020-06-30 22:56:45.964	00:03:08	101	OK
1593572206480	2020-06-30 22:56:46.480	00:03:09	101	OK
1593572207189	2020-06-30 22:56:47.189	00:03:10	100	OK
1593572207682	2020-06-30 22:56:47.682	00:03:10	101	OK
1593572208176	2020-06-30 22:56:48.176	00:03:11	101	OK
1593572208914	2020-06-30 22:56:48.914	00:03:12	102	OK
1593572209406	2020-06-30 22:56:49.406	00:03:13	103	OK
1593572209907	2020-06-30 22:56:49.907	00:03:14	103	OK
1593572210403	2020-06-30 22:56:50.403	00:03:15	104	OK
1593572211134	2020-06-30 22:56:51.134	00:03:15	105	OK
1593572211631	2020-06-30 22:56:51.631	00:03:16	106	OK
1593572212125	2020-06-30 22:56:52.125	00:03:17	107	OK
1593572212616	2020-06-30 22:56:52.616	00:03:18	108	OK
1593572213100	2020-06-30 22:56:53.100	00:03:18	109	OK
1593572213605	2020-06-30 22:56:53.605	00:03:19	109	OK
1593572214086	2020-06-30 22:56:54.086	00:03:20	109	OK
1593572214587	2020-06-30 22:56:54.587	00:03:21	110	OK
1593572215073	2020-06-30 22:56:55.073	00:03:22	111	OK
1593572215567	2020-06-30 22:56:55.567	00:03:22	112	OK
1593572216058	2020-06-30 22:56:56.058	00:03:23	114	OK
1593572216559	2020-06-30 22:56:56.559	00:03:24	114	OK
1593572217042	2020-06-30 22:56:57.042	00:03:25	115	OK
1593572217549	2020-06-30 22:56:57.549	00:03:26	116	OK
1593572218031	2020-06-30 22:56:58.031	00:03:27	117	OK
1593572218525	2020-06-30 22:56:58.525	00:03:28	118	OK
1593572219020	2020-06-30 22:56:59.020	00:03:29	119	OK
1593572219511	2020-06-30 22:56:59.511	00:03:30	120	OK
1593572220006	2020-06-30 22:57:00.006	00:03:30	120	OK
1593572220497	2020-06-30 22:57:00.497	00:03:31	121	OK
1593572220993	2020-06-30 22:57:00.993	00:03:32	121	OK
1593572221483	2020-06-30 22:57:01.483	00:03:33	122	OK
1593572221980	2020-06-30 22:57:01.980	00:03:34	121	OK
1593572222468	2020-06-30 22:57:02.468	00:03:34	121	OK
1593572222961	2020-06-30 22:57:02.961	00:03:35	120	OK
1593572223453	2020-06-30 22:57:03.453	00:03:36	119	OK
1593572223946	2020-06-30 22:57:03.946	00:03:37	118	OK
1593572224684	2020-06-30 22:57:04.684	00:03:38	117	OK
1593572225177	2020-06-30 22:57:05.177	00:03:38	116	OK
1593572225668	2020-06-30 22:57:05.668	00:03:39	114	OK
1593572226405	2020-06-30 22:57:06.405	00:03:40	113	OK
1593572226900	2020-06-30 22:57:06.900	00:03:41	112	OK
1593572227392	2020-06-30 22:57:07.392	00:03:42	111	OK
1593572227887	2020-06-30 22:57:07.887	00:03:43	112	OK
1593572228625	2020-06-30 22:57:08.625	00:03:44	112	OK
1593572229118	2020-06-30 22:57:09.118	00:03:45	112	OK
1593572229597	2020-06-30 22:57:09.597	00:03:45	112	OK
1593572230093	2020-06-30 22:57:10.093	00:03:46	111	OK
1593572230584	2020-06-30 22:57:10.584	00:03:47	111	OK
1593572231322	2020-06-30 22:57:11.322	00:03:48	111	OK
1593572231815	2020-06-30 22:57:11.815	00:03:49	111	OK
1593572232307	2020-06-30 22:57:12.307	00:03:49	111	OK
1593572232799	2020-06-30 22:57:12.799	00:03:50	110	OK
1593572233295	2020-06-30 22:57:13.295	00:03:51	110	OK
1593572234033	2020-06-30 22:57:14.033	00:03:52	110	OK
1593572234523	2020-06-30 22:57:14.523	00:03:52	110	OK
1593572235019	2020-06-30 22:57:15.019	00:03:53	109	OK
